card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
307,,,050,投手,Aal,PM2026,ok,left,left,true,pitcher,1,1,1,1,3,true,,1,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2*"", ""2*"", ""2"", ""2"", ""2P3"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4P3"", ""4"", ""4"", ""5"", ""5"", ""5""]",,050,,,
308,,,052,内野手,badferd,PM2026,ok,,,false,batter,5,2,9,14,4,false,,,,,false,,,,,"[[""HR9"", ""H7"", ""G4D/H8"", ""G4D"", ""IH1""], [""H7a/3H7"", ""H8a"", ""P"", ""G4f"", ""G1f""], [""2H7"", ""H8"", ""2B"", ""G5a"", ""G3a""], [""2H9"", ""H9a"", ""SS"", ""G6f"", ""G4f""], [""H7a"", ""H9"", ""G1f"", ""F7"", ""G5a""], [""H7"", ""IH3"", ""G1a"", ""PO"", ""G6D""], [""H7"", ""3B"", ""G3f"", ""BB"", ""F8""], [""H8"", ""LF"", ""G3a"", ""BB"", ""PO""], [""H8"", ""CF"", ""G4D"", ""BB"", ""K""], [""H9a"", ""G1a"", ""G4f"", ""BB"", ""K""], [""H9"", ""G3f"", ""G4a"", ""BB"", ""K""], [""H9"", ""G4D"", ""G5f"", ""BB"", ""K""], [""IH5"", ""G4f"", ""G6D"", ""BB"", ""K""], [""1B"", ""G5a"", ""G6a"", ""BB"", ""K""], [""2B"", ""G6f"", ""F7a"", ""BB"", ""K""], [""G4a"", ""G6a"", ""F8"", ""BB"", ""K""], [""G5f"", ""F8a"", ""F9"", ""K/BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""DB"", ""K""], [""F8"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,052,,,
309,,,053,外野手,Aal (2),PM2026,ok,right,left,false,batter,5,5,9,16,4,false,,,,,false,,,,,"[[""2H9/3H9"", ""H7"", ""G4D/H8"", ""H8"", ""H8""], [""2H7"", ""H8"", ""P"", ""H9"", ""G3f""], [""H7a"", ""H9a"", ""1B"", ""G1a"", ""G4a""], [""H7"", ""H9"", ""2B"", ""G3D"", ""F7""], [""H8a"", ""IH4"", ""G1D"", ""G3a"", ""PO""], [""H8"", ""LF"", ""G3D"", ""G4f"", ""K""], [""H9a"", ""CF"", ""G3f"", ""G5a"", ""K""], [""H9"", ""RF"", ""G4f"", ""G6f"", ""K""], [""H9"", ""G1f"", ""G4a"", ""F7"", ""K""], [""H9"", ""G3a"", ""G5f"", ""F8a"", ""K""], [""IH1"", ""G4D"", ""G6D"", ""F9"", ""K""], [""2B"", ""G4f"", ""G6a"", ""PO"", ""K""], [""SS"", ""G5a"", ""F7a"", ""PO"", ""K""], [""G3f"", ""G6f"", ""F7"", ""PO/BB"", ""K""], [""G4a"", ""F7"", ""F8"", ""BB"", ""K""], [""G6f"", ""F8a"", ""F9a"", ""BB"", ""K""], [""F7"", ""F9"", ""F9"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,053,,2,Aal
310,,,055,内野手,mori (2),PM2026,ok,right,left,false,batter,4,1,6,13,6,false,,,,,false,,,,,"[[""HR7"", ""HR9"", ""K/IH5"", ""G3D"", ""H9""], [""HR7"", ""2H8"", ""1B"", ""G4a/BB"", ""G4a""], [""HR8"", ""2H9"", ""2B"", ""BB"", ""G6f""], [""HR9"", ""H8"", ""RF"", ""BB"", ""F8""], [""3H9/HR9"", ""H9a"", ""G1f"", ""BB"", ""K""], [""2H8a"", ""H9"", ""G3f"", ""BB"", ""K""], [""2H9"", ""H9"", ""G4D"", ""BB"", ""K""], [""H7a/2H7"", ""LF"", ""G4f"", ""BB"", ""K""], [""H7"", ""CF"", ""G4a"", ""BB"", ""K""], [""H8a"", ""RF"", ""G5a"", ""BB"", ""K""], [""H8"", ""G3a"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F7a"", ""BB"", ""K""], [""H9"", ""G4f"", ""F7"", ""BB"", ""K""], [""H9"", ""G6f"", ""F8a"", ""BB"", ""K""], [""2B"", ""F7a"", ""F9"", ""BB"", ""K""], [""SS"", ""F8"", ""PO"", ""BB"", ""K""], [""G4f"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,055,,2,mori
311,,,057,投手,けいようし (2),PM2026,ok,right,right,true,pitcher,1,1,1,1,6,true,,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1P3"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""4"", ""4"", ""5P4"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,057,,2,けいようし
312,,,058,外野手,かじわら,PM2026,ok,right,left,false,batter,4,1,7,17,3,false,,,,,false,,,,,"[[""HR9"", ""2H9"", ""G4f/H8"", ""H7"", ""IH1""], [""3H9"", ""H7a"", ""1B"", ""H9"", ""G4f""], [""2H7"", ""H7"", ""2B"", ""IH5"", ""K""], [""2H9"", ""H8a"", ""SS"", ""G3f"", ""K""], [""H8/2H8a"", ""H9"", ""G1f"", ""G4f"", ""K""], [""H7a"", ""IH4"", ""G3a"", ""G4a"", ""K""], [""H7"", ""LF"", ""G4D"", ""G5f"", ""K""], [""H8a"", ""CF"", ""G4a"", ""G6D"", ""K""], [""H8"", ""RF"", ""G5f"", ""F7a"", ""K""], [""H9a"", ""G3D"", ""F7a"", ""F7"", ""K""], [""H9"", ""G4f"", ""F7"", ""F8a"", ""K""], [""IH3"", ""G4a"", ""F8a"", ""F9"", ""K""], [""G3a/H9"", ""G6f"", ""F8"", ""PO"", ""K""], [""2B"", ""F7"", ""F9a"", ""BB"", ""K""], [""SS"", ""F8"", ""F9"", ""BB"", ""K""], [""F7"", ""F9a"", ""PO"", ""DB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,058,,,
313,,,061,外野手,badferd (3),PM2026,ok,left,left,false,batter,5,6,11,15,4,false,,,,,false,,,,,"[[""HR9"", ""H7a"", ""G5D/H7"", ""G1a"", ""IH6""], [""3H9"", ""H7"", ""P"", ""G4D"", ""G3D""], [""2H7"", ""H8a"", ""2B"", ""G5a"", ""G4f""], [""2H9"", ""H8"", ""SS"", ""G6f"", ""G4a""], [""H7a"", ""H9a"", ""G1f"", ""F7"", ""G5f""], [""H7"", ""H9"", ""G3f"", ""BB"", ""G6D""], [""H8a"", ""IH6"", ""G3a"", ""BB"", ""G6f""], [""H8"", ""3B"", ""G4D"", ""BB"", ""F8""], [""H8"", ""CF"", ""G4f"", ""BB"", ""F9a""], [""H9a"", ""RF"", ""G4a"", ""BB"", ""PO""], [""H9"", ""G1f"", ""G5f"", ""BB"", ""K""], [""H9"", ""G4D"", ""G5a"", ""BB"", ""K""], [""IH1"", ""G4f"", ""G6D"", ""BB"", ""K""], [""2B"", ""G5f"", ""G6f"", ""BB"", ""K""], [""SS"", ""G6f"", ""G6a"", ""BB"", ""K""], [""G3f"", ""G6a"", ""F7"", ""BB"", ""K""], [""G4D"", ""F7a"", ""F8a"", ""BB"", ""K""], [""G6a"", ""F8"", ""F9"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,061,,3,badferd
314,,,062,内野手,WERG,PM2026,ok,right,right,false,batter,4,10,5,13,6,false,,,,,false,,,,,"[[""HR7/2H7"", ""H7"", ""IH4/G4D"", ""IH1"", ""H8""], [""2H7a"", ""H8a"", ""P"", ""G3D"", ""G4D""], [""2H7"", ""H8"", ""2B"", ""G4f"", ""G6a""], [""2H7"", ""H9a"", ""SS"", ""G4a"", ""F8a""], [""2H9"", ""H9"", ""G1D"", ""G5a"", ""F9""], [""H7a"", ""H7/F7"", ""G2f"", ""G6D"", ""PO""], [""H7"", ""LF"", ""G3a"", ""G6f"", ""K""], [""H8"", ""CF"", ""G4f"", ""F8"", ""K""], [""H8"", ""RF"", ""G5D"", ""F9a"", ""K""], [""H9a"", ""G4D"", ""G5f"", ""F9"", ""K""], [""H9"", ""G4f"", ""G6f"", ""PO"", ""K""], [""1B"", ""G5a"", ""G6a"", ""BB"", ""K""], [""3B"", ""G6D"", ""F7"", ""BB"", ""K""], [""G4a"", ""G6a"", ""F8a"", ""BB"", ""K""], [""G5D"", ""F7a"", ""F9a"", ""BB"", ""K""], [""F8"", ""F8"", ""F9"", ""BB"", ""K""], [""F9a"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,062,,,
315,,,065,外野手,つばると (3),PM2026,ok,right,right,false,batter,2,2,1,1,2,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""IH4/G4a"", ""IH5"", ""IH6""], [""HR7"", ""H7"", ""2B"", ""G1a"", ""G4a""], [""HR7/2H7"", ""H8a"", ""3B"", ""G3D"", ""G5f""], [""3H8/H8"", ""H9"", ""SS"", ""G4f"", ""G6D""], [""2H7/H7"", ""IH5"", ""G1D"", ""G5D"", ""G6f""], [""H7a"", ""H7a/G5f"", ""G3f"", ""G6f"", ""F7""], [""H7"", ""LF"", ""G4D"", ""G6a"", ""F9a""], [""H7"", ""CF"", ""G5D"", ""F7a"", ""PO""], [""H8"", ""RF"", ""G5a"", ""F8"", ""K""], [""H9a"", ""G3a"", ""G6D"", ""F9"", ""K""], [""H9"", ""G4D"", ""G6a"", ""PO"", ""K""], [""3B"", ""G5a"", ""F7"", ""PO"", ""K""], [""SS"", ""G6D"", ""F8"", ""BB"", ""K""], [""G5D"", ""G6f"", ""F9a"", ""BB"", ""K""], [""G6f"", ""F8a"", ""F9"", ""BB"", ""K""], [""G6a"", ""F9"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,065,,3,つばると
316,,,067,内野手,cyan,PM2026,ok,right,right,false,batter,4,3,6,10,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/K"", ""IH6"", ""IH6""], [""HR7"", ""2H9"", ""2B"", ""G1f"", ""G1D""], [""HR7/2H9"", ""H7a"", ""SS"", ""G4a"", ""G4f""], [""3H9"", ""H7"", ""RF"", ""G5D"", ""G5a""], [""2H7a"", ""H8"", ""G1a"", ""G6f"", ""F7""], [""2H7"", ""H9"", ""G3f"", ""F7"", ""F8""], [""2H9/H9"", ""H7/G1D"", ""G3a"", ""F8"", ""PO""], [""H7a"", ""LF"", ""G4D"", ""F9"", ""K""], [""H7"", ""CF"", ""G5D"", ""PO"", ""K""], [""H8a"", ""RF"", ""G5f"", ""PO"", ""K""], [""H8"", ""G4f"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G5a"", ""G6a"", ""BB"", ""K""], [""H9"", ""G6D"", ""F8a"", ""BB"", ""K""], [""3B"", ""F7"", ""F8"", ""BB"", ""K""], [""SS"", ""F8"", ""F9a"", ""BB"", ""K""], [""G6f"", ""F9"", ""F9"", ""BB"", ""K""], [""F7"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,067,,,
317,,,073,,こりゆの,PM2026,ok,,,true,pitcher,1,3,1,1,5,false,7,,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2/1"", ""2*"", ""2"", ""2"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3P4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,073,,,
318,,,073,外野手,こりゆの,PM2026,ok,,,false,batter,4,3,3,14,4,false,,,,,false,,,,,"[[""HR7"", ""2H9"", ""IH5/G5a"", ""H7"", ""H7""], [""HR7/2H7"", ""H7a"", ""3B"", ""G4D"", ""G5D""], [""2H7a"", ""H7"", ""SS"", ""G5D"", ""G6D""], [""2H9"", ""H8"", ""LF"", ""G6a"", ""F7a""], [""H7a"", ""H9a/F9a"", ""G1D"", ""F7a"", ""F8a""], [""H7"", ""LF"", ""G3D"", ""F8"", ""F9""], [""H8a"", ""CF"", ""G4a"", ""F9a"", ""PO""], [""H9"", ""RF"", ""G5D"", ""PO"", ""K""], [""H8/G4f"", ""G4D"", ""G6D"", ""BB"", ""K""], [""3B"", ""G5f"", ""G6a"", ""BB"", ""K""], [""SS"", ""G5a"", ""F7a"", ""BB"", ""K""], [""G5D"", ""G6D"", ""F7"", ""BB"", ""K""], [""G6D"", ""F7a"", ""F8a"", ""BB"", ""K""], [""F7a"", ""F7"", ""F8"", ""BB"", ""K""], [""F7"", ""F8a"", ""F9a"", ""BB"", ""K""], [""F8a"", ""F8"", ""F9"", ""BB"", ""K""], [""F9"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,073,,,
319,,,085,,takky,PM2026,ok,,,true,pitcher,1,2,1,1,5,false,7,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""2P3"", ""3*"", ""3"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,085,,,
320,,,085,内野手,takky,PM2026,ok,right,right,false,batter,3,4,2,11,4,false,,,,,false,,,,,"[[""HR7/H7a"", ""H7"", ""H9/G4a"", ""H8"", ""H7""], [""2H7"", ""H7"", ""2B"", ""IH1"", ""G4f""], [""2H8"", ""H8a"", ""3B"", ""G1a"", ""G4a""], [""H7a"", ""H8"", ""SS"", ""G3a"", ""G5f""], [""H7"", ""H9a"", ""G1f"", ""G4D"", ""G6D""], [""H7"", ""H9"", ""G3D"", ""G4a"", ""F8a""], [""H8a"", ""LF"", ""G4D"", ""G5D"", ""F9""], [""H8"", ""CF"", ""G4f"", ""G6f"", ""PO""], [""H9a"", ""RF"", ""G4a"", ""G6a"", ""K""], [""H9"", ""G1a"", ""G5f"", ""F7a"", ""K""], [""H7a/G6f"", ""G4D"", ""G5a"", ""F8"", ""K""], [""H9/F9a"", ""G4f"", ""G6D"", ""PO"", ""K""], [""2B"", ""G5a"", ""G6f"", ""BB"", ""K""], [""SS"", ""G6D"", ""G6a"", ""BB"", ""K""], [""G1f"", ""G6a"", ""F7"", ""BB"", ""K""], [""G4a"", ""F8"", ""F8a"", ""BB"", ""K""], [""G5D"", ""F9a"", ""F9"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB"", ""K""], [""F7"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,085,,,
321,,,088,内野手,你 藍翠,PM2026,ok,right,right,false,batter,3,3,3,13,4,false,,,,,false,暴言退場,,,,"[[""HR7"", ""2H7"", ""IH5/K"", ""G4D"", ""IH5""], [""HR7"", ""H7a"", ""2B"", ""G5D"", ""G4a""], [""3H8"", ""H7"", ""3B"", ""F7"", ""G5a""], [""2H7"", ""H8"", ""SS"", ""BB"", ""G6D""], [""H7a"", ""H9"", ""G1D"", ""BB"", ""G6f""], [""H7"", ""IH6"", ""G3a"", ""BB"", ""F9a""], [""H8a"", ""LF"", ""G4f"", ""BB"", ""PO""], [""H8"", ""CF"", ""G4a"", ""BB"", ""PO""], [""H8"", ""RF"", ""G5a"", ""BB"", ""PO""], [""H9a"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9"", ""G5f"", ""G6f"", ""BB"", ""K""], [""1B"", ""G6f"", ""F7a"", ""BB"", ""K""], [""SS"", ""G6a"", ""F8"", ""BB"", ""K""], [""G4D"", ""F7a"", ""PO"", ""BB"", ""K""], [""G6a"", ""F9"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,088,,,
322,,,205,内野手,ガブリチュウ,PM2026,ok,right,right,false,batter,2,1,1,1,5,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""H8/G6f"", ""H7"", ""H7""], [""HR7"", ""2H7"", ""3B"", ""IH5"", ""G5D""], [""HR7"", ""2H9"", ""SS"", ""G4D"", ""G5a""], [""HR7"", ""H7a"", ""LF"", ""G5f"", ""G6D""], [""2H7a"", ""H7"", ""G1D"", ""G6D"", ""F7a""], [""2H7"", ""H8a"", ""G3D"", ""G6a"", ""F8""], [""2H7"", ""H8"", ""G4a"", ""F7"", ""PO""], [""2H8a/H8a"", ""LF"", ""G5f"", ""F8a"", ""PO""], [""H7a"", ""CF"", ""G5a"", ""F8"", ""K""], [""H7a"", ""RF"", ""G6D"", ""F9a"", ""K""], [""H7"", ""G1a"", ""F7a"", ""PO"", ""K""], [""H7"", ""G4D"", ""F7"", ""PO"", ""K""], [""H8"", ""G5D"", ""F8a"", ""PO"", ""K""], [""H9"", ""G6f"", ""F9"", ""BB"", ""K""], [""2B"", ""F7"", ""PO"", ""BB"", ""K""], [""3B"", ""F8a"", ""PO"", ""BB"", ""K""], [""G5D"", ""F9a"", ""PO"", ""BB"", ""K""], [""G6a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,205,,,
323,,,214,投手,ふぁん,PM2026,ok,left,right,true,pitcher,1,5,2,12,6,true,,1,,,false,,,,,"[[""2H7"", ""H7a"", ""H7/G5D"", ""H7""], [""2H8"", ""H7"", ""P"", ""H8""], [""H7a"", ""H8a"", ""2B"", ""G1a""], [""H7"", ""H9"", ""SS"", ""G3D""], [""H8a"", ""LF"", ""G1D"", ""G4a""], [""H8"", ""CF"", ""G1a"", ""G5D""], [""H9a"", ""RF"", ""G4f"", ""G5f""], [""H9"", ""G1f"", ""G5D"", ""G6D""], [""H9/K"", ""G4D"", ""G6D"", ""F8a""], [""3B"", ""G4a"", ""G6a"", ""F8""], [""SS"", ""G5D"", ""F7"", ""F9a""], [""G4D"", ""G6D"", ""F8a"", ""F9""], [""G5a"", ""F8"", ""F9a"", ""PO""], [""G6D"", ""F9a"", ""F9"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""F9a"", ""PO"", ""PO"", ""BB""], [""F9"", ""PO"", ""PO"", ""BB""], [""PO"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2/1"", ""2*"", ""2"", ""2"", ""2"", ""3*"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,214,,,
324,,,510,外野手,とり,PM2026,ok,left,switch,false,batter,4,5,1,15,4,false,5,,,,false,"4 【投手】
4 WP
4 【野手】
4 内野安打
4",,,,"[[""HR7"", ""2H7"", ""IH5/G5a"", ""G4D""], [""3H7"", ""H7a"", ""3B"", ""G5f""], [""2H7a"", ""H7"", ""SS"", ""G5a""], [""2H7"", ""H8"", ""LF"", ""F8a""], [""2H8"", ""IH5"", ""G1f"", ""PO""], [""2H9/H9"", ""3B"", ""G3f"", ""BB""], [""H7a"", ""CF"", ""G4a"", ""BB""], [""H7"", ""RF"", ""G5f"", ""BB""], [""H8"", ""G4a"", ""G5f"", ""BB""], [""H9a"", ""G5D"", ""G5a"", ""BB""], [""IH5"", ""G5f"", ""G6D"", ""BB""], [""3B"", ""G5a"", ""G6a"", ""BB""], [""LF"", ""G6f"", ""F7a"", ""BB""], [""G5f"", ""G6a"", ""F7"", ""BB""], [""G5a"", ""F7a"", ""F8"", ""BB""], [""G6f"", ""F9"", ""F9a"", ""BB""], [""F7"", ""PO"", ""PO"", ""BB""], [""PO"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,510,,,
325,,,27,捕手,椎名 ゆかり,PM2026,ok,,,false,batter,4,1,2,15,2,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H9"", ""H7"", ""IH1""], [""HR7"", ""2H8"", ""H8/G4f"", ""H8"", ""G3f""], [""3H8"", ""H7a"", ""P"", ""H9"", ""G4D""], [""2H7a"", ""H8a"", ""2B"", ""G4D"", ""G5a""], [""2H7"", ""H8"", ""CF"", ""G4a"", ""G6D""], [""2H8"", ""H9a"", ""G1D"", ""G5D"", ""F8a""], [""H7a"", ""H9"", ""G3a"", ""G5f"", ""F8""], [""H7"", ""LF"", ""G4D"", ""G6D"", ""F9""], [""H7"", ""CF"", ""G5f"", ""G6a"", ""PO""], [""H8a"", ""RF"", ""G5a"", ""F8a"", ""K""], [""H8"", ""G3D"", ""G6D"", ""F8"", ""K""], [""H8"", ""G4f"", ""G6f"", ""F9a"", ""K""], [""H9a"", ""G5a"", ""G6a"", ""PO"", ""K""], [""H9a"", ""G6D"", ""F7"", ""BB"", ""K""], [""H9"", ""G6a"", ""F8a"", ""BB"", ""K""], [""2B"", ""F8a"", ""F8"", ""BB"", ""K""], [""SS"", ""F8"", ""F9"", ""BB"", ""K""], [""G6f"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""DB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,27,,,
